shipment_id,carrier,vehicle_type,region_type,weather,distance_km,weight_kg,num_stops,traffic_index,driver_experience_years,delivery_time_hours
ORD2290,SwiftShip,Mini-Truck,Suburban,Fog,129.3,40.2,4,0.99,7.8,11.91
ORD2291,MetroLogix,Van,Rural,Rain,97.4,75.2,5,0.7,0.4,10.24
ORD2292,MetroLogix,Truck,Suburban,Clear,94.9,96.2,5,0.85,,8.37
ORD2293,SwiftShip,Truck,Suburban,Clear,327.9,113.6,4,0.66,9.3,14.5
ORD2294,TransGlobal,Van,Urban,Storm,116.8,38.6,6,0.97,1.7,13.08
ORD2295,TransGlobal,Van,Urban,Clear,217.7,109.7,5,,13.9,11.37
ORD2296,TransGlobal,Mini-Truck,Urban,Clear,186.4,11.9,5,0.62,3.1,7.03
ORD2297,TransGlobal,Truck,Urban,Clear,177.8,32.0,6,0.57,5.9,7.19
ORD2298,SwiftShip,Truck,Urban,Storm,69.8,99.6,3,0.76,5.4,13.95
ORD2299,MetroLogix,Truck,Rural,Clear,79.1,73.1,6,0.32,2.3,6.5
ORD2300,UrbanCargo,Truck,Urban,Fog,130.5,133.5,3,0.54,4.5,10.92
ORD2301,MetroLogix,Mini-Truck,Urban,Clear,271.7,21.7,6,0.27,2.2,9.9
ORD2302,SwiftShip,Van,Suburban,Fog,37.9,91.3,2,0.52,4.6,9.94
ORD2303,MetroLogix,Mini-Truck,Suburban,Clear,195.5,50.7,5,0.93,2.8,9.51
ORD2304,MetroLogix,Mini-Truck,Urban,Clear,207.6,83.6,3,0.6,3.4,7.83
ORD2305,UrbanCargo,Van,Urban,Clear,142.9,152.8,4,0.79,3.0,6.54
ORD2306,SwiftShip,Mini-Truck,Urban,Clear,166.4,19.9,5,0.27,3.8,5.96
ORD2307,MetroLogix,Truck,Urban,Clear,91.6,45.9,5,,1.6,7.08
ORD2308,UrbanCargo,Mini-Truck,Urban,Clear,222.5,73.1,4,0.37,3.6,6.65
ORD2309,SwiftShip,Truck,Urban,Clear,35.2,84.0,3,0.84,7.4,3.84
ORD2310,SwiftShip,Mini-Truck,Suburban,Clear,289.4,93.3,4,0.37,1.9,8.24
ORD2311,UrbanCargo,Van,Urban,Rain,103.2,77.6,7,0.32,3.2,7.2
ORD2312,UrbanCargo,Truck,Suburban,Fog,553.6,87.3,2,0.79,3.5,21.99
ORD2313,TransGlobal,Van,Rural,Fog,211.2,114.2,4,,2.5,13.97
ORD2314,FastFreight,Mini-Truck,Suburban,Clear,270.0,70.5,5,0.33,6.3,9.88
ORD2315,TransGlobal,Van,Urban,Storm,227.3,43.1,4,0.61,1.1,12.05
ORD2316,UrbanCargo,Mini-Truck,Rural,Clear,167.9,11.0,4,0.39,6.7,7.43
ORD2317,FastFreight,Mini-Truck,Urban,Rain,323.6,28.8,4,0.5,3.3,13.58
ORD2318,FastFreight,Van,Suburban,Storm,233.9,35.9,6,0.62,4.8,16.91
ORD2319,TransGlobal,Truck,Urban,Rain,321.0,70.3,6,0.98,3.0,15.22
ORD2320,UrbanCargo,Bike,Suburban,Clear,148.6,90.8,2,0.51,2.6,6.82
ORD2321,FastFreight,Truck,Rural,Rain,116.0,1.0,5,,6.1,8.23
ORD2322,MetroLogix,Van,Urban,Clear,318.6,74.4,4,0.74,,9.6
ORD2323,MetroLogix,Mini-Truck,Rural,Rain,191.4,36.2,5,0.88,3.7,10.64
ORD2324,FastFreight,Mini-Truck,Urban,Clear,382.9,48.3,6,0.86,5.1,10.9
ORD2325,FastFreight,Mini-Truck,Suburban,Storm,224.1,144.9,3,0.4,3.5,14.45
ORD2326,MetroLogix,Van,Urban,Rain,126.3,55.4,4,0.92,2.5,10.46
ORD2327,FastFreight,Truck,Suburban,Rain,247.2,57.8,4,0.31,2.9,10.41
ORD2328,SwiftShip,Van,Urban,Clear,222.2,101.7,2,0.31,3.5,4.81
ORD2329,SwiftShip,Mini-Truck,Rural,Storm,195.4,64.3,5,0.81,5.0,17.28
ORD2330,TransGlobal,Van,Suburban,Clear,162.3,15.8,4,0.77,2.8,6.65
ORD2331,TransGlobal,Bike,Suburban,Rain,72.3,107.9,6,0.62,1.1,11.47
ORD2332,SwiftShip,Van,Suburban,Fog,209.8,65.4,5,0.76,6.8,13.53
ORD2333,FastFreight,Truck,Urban,Clear,70.2,78.3,3,0.43,3.2,3.03
ORD2334,SwiftShip,Truck,Urban,Clear,133.6,127.4,6,0.95,1.9,10.55
ORD2335,TransGlobal,Bike,Urban,Clear,383.7,72.6,5,0.52,3.9,11.3
ORD2336,TransGlobal,Mini-Truck,Suburban,Clear,138.9,105.0,4,0.82,1.1,6.14
ORD2337,UrbanCargo,Truck,Urban,Clear,273.6,81.9,5,0.91,0.9,11.78
ORD2338,MetroLogix,Truck,Urban,Clear,119.1,77.6,3,0.61,3.6,8.05
ORD2339,UrbanCargo,Van,Suburban,Storm,147.5,89.8,2,0.2,1.8,9.98
ORD2340,FastFreight,Mini-Truck,Rural,Clear,152.8,17.6,2,0.82,3.7,7.82
ORD2341,TransGlobal,Van,Urban,Clear,242.4,125.2,2,0.96,3.4,10.19
ORD2342,MetroLogix,Mini-Truck,Rural,Clear,252.3,100.3,5,0.38,0.7,13.05
ORD2343,FastFreight,Van,Suburban,Rain,59.0,93.9,2,0.99,3.9,9.92
ORD2344,SwiftShip,Mini-Truck,Urban,Clear,221.3,114.5,8,0.24,2.2,8.55
ORD2345,SwiftShip,Mini-Truck,Urban,Clear,235.2,131.2,9,0.78,1.7,9.77
ORD2346,TransGlobal,Mini-Truck,Rural,Clear,62.2,105.6,3,0.93,5.5,5.89
ORD2347,FastFreight,Van,Urban,Clear,346.5,46.8,5,,2.6,12.46
ORD2348,SwiftShip,Mini-Truck,Urban,Clear,308.3,76.8,7,0.23,2.7,9.97
ORD2349,MetroLogix,Truck,Urban,Fog,146.4,53.6,5,0.94,2.2,11.62
ORD2350,TransGlobal,Van,Urban,Rain,110.4,45.0,5,0.79,3.1,8.12
ORD2351,TransGlobal,Bike,Urban,Fog,58.7,68.2,3,0.88,11.1,9.76
ORD2352,SwiftShip,Truck,Urban,Clear,182.9,93.4,4,0.67,4.1,8.24
ORD2353,TransGlobal,Mini-Truck,Suburban,Clear,263.2,81.2,6,0.38,3.2,9.26
ORD2354,SwiftShip,Van,Suburban,Clear,118.6,72.7,4,0.72,1.8,7.39
ORD2355,UrbanCargo,Van,Rural,Fog,222.9,82.6,3,0.78,5.2,14.01
ORD2356,UrbanCargo,Truck,Rural,Rain,229.1,63.4,2,0.42,0.9,12.76
ORD2357,MetroLogix,Mini-Truck,Rural,Clear,145.6,49.8,5,0.62,3.1,9.34
ORD2358,MetroLogix,Van,Urban,Clear,109.2,81.9,4,0.85,9.8,5.38
ORD2359,SwiftShip,Mini-Truck,Suburban,Clear,178.6,65.4,6,0.82,0.2,9.75
ORD2360,UrbanCargo,Van,Suburban,Clear,239.7,94.1,3,0.49,7.8,10.25
ORD2361,FastFreight,Mini-Truck,Urban,Rain,107.6,71.4,2,0.76,4.1,7.61
ORD2362,TransGlobal,Mini-Truck,Urban,Clear,72.6,85.3,4,0.9,1.5,6.51
ORD2363,FastFreight,Van,Urban,Rain,77.4,73.4,7,0.88,5.1,10.47
ORD2364,TransGlobal,Truck,Urban,Clear,135.6,16.8,3,0.26,3.4,5.83
ORD2365,FastFreight,Truck,Urban,Fog,64.4,60.6,8,0.45,1.5,9.8
ORD2366,UrbanCargo,Mini-Truck,Urban,Storm,101.3,1.0,2,0.41,1.6,8.44
ORD2367,FastFreight,Truck,Urban,Fog,53.8,56.7,4,0.57,5.2,7.19
ORD2368,TransGlobal,Truck,Urban,Clear,192.4,108.5,1,0.35,4.1,7.1
ORD2369,FastFreight,Van,Urban,Storm,167.3,46.0,2,0.33,4.3,11.13
ORD2370,UrbanCargo,Van,Suburban,Clear,164.8,41.7,3,0.81,6.0,7.35
ORD2371,SwiftShip,Truck,Urban,Rain,78.7,22.0,4,0.55,5.8,6.81
ORD2372,TransGlobal,Truck,Urban,Clear,102.5,66.3,6,0.4,9.5,4.0
ORD2373,TransGlobal,Mini-Truck,Rural,Fog,79.2,91.9,3,0.32,8.9,8.87
ORD2374,TransGlobal,Mini-Truck,Urban,Rain,105.4,104.7,6,0.47,5.0,7.69
ORD2375,SwiftShip,Mini-Truck,Rural,Rain,9.3,71.8,5,0.85,2.2,9.52
ORD2376,SwiftShip,Truck,Suburban,Clear,155.2,73.2,3,0.69,2.5,11.57
ORD2377,TransGlobal,Mini-Truck,Urban,Clear,229.9,30.5,3,0.86,5.3,9.26
ORD2378,FastFreight,Van,Urban,Clear,104.9,64.2,4,0.84,0.5,7.32
ORD2379,SwiftShip,Mini-Truck,Rural,Rain,120.4,82.6,5,0.99,2.0,10.5
ORD2380,FastFreight,Van,Urban,Fog,149.2,61.4,4,,5.7,7.93
ORD2381,UrbanCargo,Truck,Urban,Rain,85.4,45.6,4,0.76,4.2,8.08
ORD2382,TransGlobal,Van,Suburban,Rain,199.8,78.4,5,0.36,4.0,12.1
ORD2383,TransGlobal,Truck,Urban,Fog,116.1,117.6,4,0.39,1.8,10.1
ORD2384,SwiftShip,Van,Urban,Storm,300.3,70.0,5,0.26,4.3,13.48
ORD2385,MetroLogix,Mini-Truck,Suburban,Clear,44.7,83.5,4,0.81,4.6,6.45
ORD2386,MetroLogix,Truck,Urban,Clear,279.8,82.1,2,0.24,5.9,8.35
ORD2387,UrbanCargo,Mini-Truck,Suburban,Clear,221.2,68.9,3,0.65,3.1,9.77
ORD2388,FastFreight,Mini-Truck,Suburban,Clear,179.2,96.5,3,0.35,1.5,7.27
ORD2389,FastFreight,Truck,Urban,Clear,323.1,53.5,4,0.81,9.4,11.05
ORD2390,FastFreight,Van,Rural,Clear,312.5,76.5,2,0.46,1.4,11.22
ORD2391,TransGlobal,Van,Urban,Clear,479.5,75.7,4,0.25,3.1,13.81
ORD2392,SwiftShip,Bike,Suburban,Clear,117.9,133.4,4,0.95,2.7,7.05
ORD2393,SwiftShip,Truck,Suburban,Clear,62.1,49.4,1,0.39,1.7,5.34
ORD2394,FastFreight,Van,Urban,Rain,38.2,46.0,4,0.53,0.8,5.79
ORD2395,TransGlobal,Mini-Truck,Rural,Clear,116.2,40.8,5,0.34,4.6,7.82
ORD2396,MetroLogix,Truck,Urban,Fog,261.9,92.2,6,0.37,1.4,12.55
ORD2397,MetroLogix,Bike,Urban,Rain,66.5,34.6,1,0.56,2.1,4.58
ORD2398,UrbanCargo,Van,Rural,Rain,151.5,24.7,3,0.24,2.5,9.45
ORD2399,FastFreight,Van,Urban,Rain,66.7,48.8,3,0.21,3.0,7.71
ORD2400,MetroLogix,Truck,Urban,Clear,248.4,88.0,1,0.67,2.4,8.98
ORD2401,FastFreight,Van,Suburban,Storm,97.5,66.0,4,0.49,8.7,12.47
ORD2402,TransGlobal,Bike,Urban,Clear,286.6,71.9,3,0.96,5.0,7.99
ORD2403,FastFreight,Truck,Urban,Clear,260.9,76.8,5,0.97,6.3,10.45
ORD2404,TransGlobal,Bike,Urban,Rain,249.1,159.1,2,0.21,2.1,9.41
ORD2405,MetroLogix,Truck,Suburban,Fog,175.1,25.4,7,0.69,2.2,15.84
ORD2406,MetroLogix,Mini-Truck,Suburban,Clear,265.1,33.3,3,0.41,,8.19
ORD2407,TransGlobal,Bike,Urban,Rain,88.6,48.8,6,0.26,0.8,5.39
ORD2408,TransGlobal,Bike,Rural,Fog,205.0,71.9,2,0.79,0.2,8.9
ORD2409,MetroLogix,Bike,Suburban,Clear,466.0,45.2,7,0.52,4.3,13.1
ORD2410,SwiftShip,Van,Urban,Clear,471.3,17.5,5,0.42,1.8,13.81
ORD2411,SwiftShip,Van,Rural,Fog,176.2,72.4,3,,6.0,11.34
ORD2412,SwiftShip,Van,Suburban,Fog,80.4,35.6,2,0.33,2.6,7.6
ORD2413,MetroLogix,Truck,Suburban,Clear,353.0,57.4,8,0.73,3.0,14.86
ORD2414,SwiftShip,Mini-Truck,Suburban,Clear,115.1,64.5,6,0.47,2.5,8.23
ORD2415,UrbanCargo,Truck,Rural,Clear,368.0,58.8,5,0.96,7.8,17.84
ORD2416,MetroLogix,Van,Urban,Clear,187.5,45.7,2,,4.9,5.29
ORD2417,UrbanCargo,Mini-Truck,Urban,Fog,184.6,102.7,2,0.85,3.7,10.56
ORD2418,MetroLogix,Mini-Truck,Suburban,Clear,375.0,87.6,3,0.96,,14.78
ORD2419,FastFreight,Truck,Urban,Clear,154.9,51.3,6,0.27,0.9,7.17
ORD2420,SwiftShip,Bike,Suburban,Rain,179.4,69.4,4,0.83,0.2,7.69
ORD2421,TransGlobal,Van,Rural,Storm,134.8,94.4,3,0.54,0.1,12.97
ORD2422,UrbanCargo,Mini-Truck,Suburban,Clear,54.6,76.4,6,0.59,3.9,5.09
ORD2423,UrbanCargo,Van,Urban,Clear,249.4,65.5,4,0.66,4.7,5.84
ORD2424,TransGlobal,Truck,Suburban,Clear,183.8,56.8,2,0.69,2.1,9.12
ORD2425,MetroLogix,Van,Urban,Clear,269.0,71.4,2,0.88,4.0,11.15
ORD2426,TransGlobal,Van,Urban,Fog,165.3,61.3,6,0.35,0.1,10.06
ORD2427,UrbanCargo,Truck,Urban,Clear,90.3,122.0,2,0.69,6.1,4.82
ORD2428,UrbanCargo,Mini-Truck,Suburban,Storm,98.9,30.4,3,0.76,2.8,11.51
ORD2429,FastFreight,Truck,Urban,Fog,50.6,34.2,4,0.49,,6.88
ORD2430,UrbanCargo,Bike,Suburban,Clear,114.3,32.6,11,0.3,10.6,6.57
ORD2431,TransGlobal,Truck,Suburban,Clear,208.2,42.6,2,0.92,6.2,10.23
ORD2432,TransGlobal,Truck,Rural,Clear,191.8,45.0,4,0.24,1.0,7.04
ORD2433,FastFreight,Mini-Truck,Urban,Fog,123.6,36.7,5,0.7,6.8,9.39
ORD2434,SwiftShip,Bike,Rural,Clear,129.8,55.2,3,0.67,2.2,8.51
ORD2435,FastFreight,Mini-Truck,Urban,Clear,115.3,36.2,4,0.71,10.6,5.43
ORD2436,FastFreight,Mini-Truck,Rural,Rain,123.0,41.0,4,0.95,,10.37
ORD2437,UrbanCargo,Mini-Truck,Suburban,Storm,257.9,93.5,4,0.98,1.0,17.66
ORD2438,UrbanCargo,Van,Suburban,Clear,52.9,55.0,5,0.38,7.5,3.31
ORD2439,UrbanCargo,Truck,Urban,Clear,206.8,72.3,4,,,7.63
ORD2440,MetroLogix,Van,Urban,Rain,121.1,54.5,5,0.84,0.8,12.44
ORD2441,SwiftShip,Truck,Urban,Rain,91.4,59.5,4,0.6,11.9,7.91
ORD2442,TransGlobal,Van,Urban,Clear,147.8,83.5,3,0.76,,5.89
ORD2443,FastFreight,Truck,Suburban,Clear,146.2,82.9,3,0.22,5.9,7.48
ORD2444,MetroLogix,Truck,Urban,Fog,184.0,55.1,5,0.55,3.1,11.31
ORD2445,FastFreight,Truck,Urban,Storm,97.0,73.3,2,0.54,3.4,10.09
ORD2446,MetroLogix,Mini-Truck,Rural,Clear,253.7,71.1,4,0.81,1.3,10.7
ORD2447,UrbanCargo,Mini-Truck,Rural,Rain,147.5,63.9,2,0.43,4.8,7.2
ORD2448,UrbanCargo,Mini-Truck,Urban,Rain,245.9,64.0,6,0.94,3.2,11.56
ORD2449,SwiftShip,Truck,Suburban,Clear,28.7,65.3,1,0.76,4.3,4.86
ORD2450,MetroLogix,Truck,Rural,Clear,259.4,58.2,10,0.79,2.5,15.12
ORD2451,TransGlobal,Van,Rural,Fog,159.9,73.9,8,0.95,5.4,13.78
ORD2452,MetroLogix,Truck,Urban,Rain,98.7,54.7,2,0.61,4.2,9.27
ORD2453,UrbanCargo,Truck,Suburban,Rain,170.7,67.2,5,0.6,5.4,12.2
ORD2454,SwiftShip,Truck,Suburban,Rain,101.9,44.5,3,0.21,1.6,6.95
ORD2455,UrbanCargo,Truck,Suburban,Clear,140.3,43.9,4,0.27,2.4,4.79
ORD2456,MetroLogix,Mini-Truck,Urban,Clear,163.3,70.9,2,0.83,1.9,6.35
ORD2457,SwiftShip,Mini-Truck,Suburban,Clear,376.8,81.0,5,0.68,1.9,14.87
ORD2458,MetroLogix,Van,Suburban,Clear,233.9,1.0,2,0.8,4.7,7.5
ORD2459,TransGlobal,Van,Suburban,Rain,97.0,75.4,7,0.55,3.4,12.05
ORD2460,UrbanCargo,Bike,Urban,Rain,160.7,68.6,2,0.33,1.7,7.04
ORD2461,UrbanCargo,Van,Suburban,Clear,365.7,23.2,3,0.29,3.1,9.41
ORD2462,MetroLogix,Mini-Truck,Urban,Rain,238.9,41.1,3,0.95,8.6,10.56
ORD2463,MetroLogix,Truck,Suburban,Clear,436.9,73.0,4,0.79,3.8,18.76
ORD2464,MetroLogix,Truck,Urban,Rain,357.8,86.1,5,0.32,1.4,14.09
ORD2465,UrbanCargo,Truck,Urban,Clear,116.4,34.1,4,0.43,2.6,6.23
ORD2466,FastFreight,Mini-Truck,Rural,Clear,35.8,64.3,4,0.34,4.8,4.57
ORD2467,MetroLogix,Truck,Suburban,Rain,196.4,103.8,2,0.46,0.6,10.59
ORD2468,MetroLogix,Mini-Truck,Urban,Clear,465.2,120.7,2,0.7,0.3,14.55
ORD2469,FastFreight,Van,Urban,Clear,236.8,97.4,5,0.53,1.1,10.87
ORD2470,SwiftShip,Van,Urban,Clear,180.6,96.0,4,0.87,3.1,9.48
ORD2471,UrbanCargo,Mini-Truck,Rural,Storm,282.6,87.6,2,0.25,1.7,13.77
ORD2472,TransGlobal,Mini-Truck,Urban,Clear,227.2,127.6,6,0.23,3.1,8.76
ORD2473,UrbanCargo,Truck,Urban,Clear,158.1,110.6,4,0.83,,9.49
ORD2474,FastFreight,Truck,Suburban,Clear,105.1,61.1,7,0.87,2.2,9.61
ORD2475,FastFreight,Van,Suburban,Clear,98.9,57.8,6,0.72,3.0,9.23
ORD2476,MetroLogix,Truck,Urban,Clear,110.2,49.5,4,0.38,2.8,5.9
ORD2477,MetroLogix,Bike,Suburban,Fog,85.2,79.7,8,0.68,5.6,10.45
ORD2478,MetroLogix,Truck,Urban,Clear,130.5,77.0,1,0.27,4.5,2.44
ORD2479,FastFreight,Truck,Suburban,Fog,193.8,58.2,4,0.62,4.8,11.31
ORD2480,FastFreight,Van,Urban,Clear,92.5,74.3,7,0.56,3.4,7.91
ORD2481,TransGlobal,Truck,Suburban,Clear,208.5,1.9,2,0.26,1.6,6.09
ORD2482,TransGlobal,Mini-Truck,Urban,Clear,190.7,45.4,3,0.8,1.6,7.3
ORD2483,SwiftShip,Truck,Urban,Clear,67.9,105.3,4,0.94,4.1,4.66
ORD2484,UrbanCargo,Van,Urban,Clear,97.5,21.1,5,0.3,2.0,4.39
ORD2485,FastFreight,Truck,Rural,Rain,42.9,64.5,5,0.9,2.4,7.37
ORD2486,MetroLogix,Mini-Truck,Urban,Clear,213.6,65.1,4,0.25,1.3,7.51
ORD2487,SwiftShip,Van,Rural,Storm,96.3,70.0,3,0.78,4.5,12.44
ORD2488,TransGlobal,Van,Urban,Clear,237.7,78.2,3,0.87,3.0,9.65
ORD2489,UrbanCargo,Mini-Truck,Urban,Clear,317.2,12.6,3,0.61,2.0,7.39
ORD2490,MetroLogix,Truck,Suburban,Clear,77.8,74.3,6,0.85,2.6,7.2
ORD2491,FastFreight,Van,Suburban,Rain,126.6,74.3,6,0.95,3.2,12.1
ORD2492,UrbanCargo,Mini-Truck,Urban,Clear,112.4,60.7,3,0.64,6.6,1.64
ORD2493,TransGlobal,Truck,Urban,Clear,249.6,83.2,6,0.68,7.7,9.98
ORD2494,TransGlobal,Van,Suburban,Fog,245.8,63.5,5,0.94,0.9,14.58
ORD2495,UrbanCargo,Mini-Truck,Suburban,Rain,53.9,1.0,7,0.43,5.5,8.12
ORD2496,TransGlobal,Truck,Suburban,Storm,189.4,53.1,4,0.78,6.4,16.12
ORD2497,TransGlobal,Mini-Truck,Rural,Clear,144.1,18.1,6,0.77,2.2,9.06
ORD2498,UrbanCargo,Van,Urban,Clear,252.2,48.7,1,0.73,3.4,8.5
ORD2499,TransGlobal,Van,Urban,Clear,67.0,30.9,5,0.73,1.1,6.43
ORD2500,SwiftShip,Truck,Urban,Clear,131.0,77.9,3,0.4,2.1,5.9
ORD2501,MetroLogix,Truck,Suburban,Fog,247.9,89.3,3,0.92,1.0,15.2
ORD2502,SwiftShip,Bike,Urban,Rain,424.6,78.8,6,0.7,2.1,12.82
ORD2503,SwiftShip,Truck,Rural,Rain,98.5,64.5,3,0.46,3.8,8.36
ORD2504,SwiftShip,Truck,Rural,Clear,104.2,121.1,4,0.36,3.3,6.64
ORD2505,UrbanCargo,Mini-Truck,Suburban,Clear,204.9,70.4,5,0.78,6.5,11.08
ORD2506,TransGlobal,Truck,Urban,Clear,178.6,57.7,3,0.22,1.3,5.25
ORD2507,UrbanCargo,Van,Urban,Clear,147.4,120.8,4,0.62,4.2,7.6
ORD2508,SwiftShip,Mini-Truck,Suburban,Clear,97.7,78.5,3,0.36,4.6,4.57
ORD2509,TransGlobal,Mini-Truck,Rural,Clear,395.4,79.8,5,0.93,1.3,16.06
ORD2510,UrbanCargo,Van,Urban,Clear,286.1,98.1,4,0.77,6.1,11.65
ORD2511,FastFreight,Van,Suburban,Fog,109.2,49.7,1,0.56,7.8,8.19
ORD2512,UrbanCargo,Mini-Truck,Suburban,Fog,163.3,65.3,4,0.69,5.8,10.03
ORD2513,SwiftShip,Mini-Truck,Urban,Rain,289.1,64.6,6,0.59,8.1,12.5
ORD2514,MetroLogix,Van,Urban,Clear,292.0,93.7,3,0.25,,9.89
ORD2515,FastFreight,Mini-Truck,Urban,Rain,208.8,109.7,6,0.54,2.5,11.71
ORD2516,MetroLogix,Van,Urban,Clear,148.6,65.5,6,0.69,3.0,8.59
ORD2517,SwiftShip,Mini-Truck,Suburban,Clear,409.5,76.1,7,0.61,5.0,12.84
ORD2518,SwiftShip,Truck,Suburban,Fog,112.7,21.7,1,0.96,5.4,11.03
ORD2519,TransGlobal,Truck,Suburban,Clear,168.0,16.6,6,0.5,16.9,7.21
ORD2520,MetroLogix,Truck,Suburban,Fog,117.4,119.2,6,0.63,1.7,10.54
ORD2521,SwiftShip,Bike,Urban,Fog,246.3,64.0,3,0.5,4.6,10.8
ORD2522,MetroLogix,Truck,Urban,Clear,110.8,40.2,3,0.91,2.4,5.06
ORD2523,TransGlobal,Van,Urban,Clear,248.9,60.0,7,0.93,3.3,11.22
ORD2524,UrbanCargo,Van,Urban,Rain,301.1,48.7,6,,1.1,15.0
ORD2525,MetroLogix,Van,Urban,Clear,237.5,32.6,6,0.35,4.3,7.58
ORD2526,SwiftShip,Van,Suburban,Clear,72.0,57.9,5,0.56,4.0,4.49
ORD2527,UrbanCargo,Truck,Urban,Rain,124.8,47.7,2,0.84,5.4,10.31
ORD2528,SwiftShip,Mini-Truck,Suburban,Rain,95.5,56.6,4,0.5,5.1,8.7
ORD2529,SwiftShip,Mini-Truck,Urban,Rain,154.3,70.2,1,0.93,4.6,10.21
ORD2530,TransGlobal,Mini-Truck,Suburban,Clear,68.1,77.7,5,0.84,0.7,4.29
ORD2531,SwiftShip,Van,Suburban,Clear,83.9,94.5,4,0.31,7.6,3.93
ORD2532,TransGlobal,Van,Suburban,Clear,164.7,81.8,3,0.63,1.8,9.94
ORD2533,TransGlobal,Van,Rural,Storm,289.1,99.9,2,0.9,6.2,17.36
ORD2534,FastFreight,Truck,Urban,Clear,288.3,18.1,3,0.95,4.9,10.44
ORD2535,UrbanCargo,Van,Urban,Rain,129.1,40.5,4,,4.4,7.78
ORD2536,SwiftShip,Van,Urban,Clear,124.7,49.2,4,0.28,3.9,5.39
ORD2537,SwiftShip,Truck,Suburban,Rain,340.9,95.0,3,0.59,3.4,15.84
ORD2538,FastFreight,Truck,Urban,Fog,371.1,44.7,6,0.61,5.1,13.72
ORD2539,SwiftShip,Van,Rural,Fog,141.1,116.5,5,0.4,2.4,12.14
ORD2540,UrbanCargo,Truck,Suburban,Clear,121.2,72.8,3,0.92,4.0,6.45
ORD2541,SwiftShip,Mini-Truck,Urban,Clear,103.4,42.2,4,0.38,1.0,6.09
ORD2542,MetroLogix,Mini-Truck,Urban,Rain,163.8,49.3,5,0.76,1.7,11.68
ORD2543,SwiftShip,Truck,Suburban,Clear,221.0,21.6,6,0.8,0.6,9.81
ORD2544,MetroLogix,Mini-Truck,Suburban,Clear,116.8,86.5,5,0.22,2.7,6.02
ORD2545,MetroLogix,Truck,Suburban,Clear,263.3,50.7,2,0.24,4.4,11.34
ORD2546,FastFreight,Mini-Truck,Rural,Fog,86.4,111.4,3,0.69,5.4,11.82
ORD2547,FastFreight,Truck,Rural,Fog,245.5,98.7,5,0.29,1.0,16.46
ORD2548,UrbanCargo,Mini-Truck,Suburban,Clear,364.1,45.2,4,0.34,2.4,10.76
ORD2549,FastFreight,Van,Suburban,Clear,205.6,88.1,6,0.89,2.3,11.13
ORD2550,MetroLogix,Van,Urban,Clear,98.6,45.0,2,0.57,8.9,3.34
ORD2551,MetroLogix,Mini-Truck,Urban,Clear,149.1,47.4,6,0.51,3.8,8.69
ORD2552,UrbanCargo,Van,Suburban,Rain,125.4,64.0,2,0.94,2.8,10.04
ORD2553,SwiftShip,Truck,Suburban,Clear,224.1,110.7,3,0.55,4.4,11.81
ORD2554,TransGlobal,Truck,Rural,Clear,324.8,117.6,3,0.37,7.9,10.88
ORD2555,FastFreight,Mini-Truck,Suburban,Rain,262.6,67.2,3,0.55,1.6,11.33
ORD2556,FastFreight,Mini-Truck,Urban,Rain,204.4,42.1,4,0.59,2.6,9.43
ORD2557,SwiftShip,Bike,Urban,Clear,122.4,123.7,4,0.85,2.8,6.52
ORD2558,UrbanCargo,Van,Urban,Clear,126.3,60.7,2,0.86,2.6,4.9
ORD2559,UrbanCargo,Mini-Truck,Rural,Rain,176.4,78.0,2,0.36,2.5,10.27
ORD2560,FastFreight,Van,Suburban,Rain,400.9,29.2,3,0.55,1.0,14.37
ORD2561,TransGlobal,Van,Suburban,Clear,390.1,42.6,1,0.95,5.8,15.27
ORD2562,SwiftShip,Truck,Rural,Clear,521.2,109.4,5,0.37,4.6,20.86
ORD2563,UrbanCargo,Van,Urban,Rain,231.0,15.5,4,0.36,2.1,9.33
ORD2564,MetroLogix,Mini-Truck,Urban,Clear,248.6,66.3,6,0.53,4.4,8.27
ORD2565,FastFreight,Bike,Suburban,Storm,95.6,59.6,1,0.94,2.1,12.16
ORD2566,MetroLogix,Van,Urban,Rain,119.4,1.0,3,0.46,,7.59
ORD2567,UrbanCargo,Van,Urban,Clear,61.9,110.2,6,0.64,4.8,5.0
ORD2568,SwiftShip,Truck,Suburban,Clear,114.6,54.9,6,0.38,1.1,3.45
ORD2569,TransGlobal,Mini-Truck,Suburban,Fog,166.2,86.6,3,0.32,0.7,9.83
ORD2570,FastFreight,Mini-Truck,Urban,Clear,152.5,118.8,4,0.46,3.3,5.84
ORD2571,UrbanCargo,Truck,Urban,Clear,65.8,85.5,5,0.57,1.4,5.85
ORD2572,MetroLogix,Mini-Truck,Rural,Rain,58.3,34.4,5,0.8,6.1,7.19
ORD2573,UrbanCargo,Truck,Suburban,Clear,227.7,102.3,5,0.54,1.5,11.33
ORD2574,FastFreight,Mini-Truck,Suburban,Fog,81.4,109.5,4,0.83,2.0,8.9
ORD2575,SwiftShip,Van,Suburban,Clear,247.4,103.9,2,0.94,3.1,10.85
ORD2576,FastFreight,Truck,Suburban,Storm,164.0,53.3,3,0.27,4.5,12.66
ORD2577,SwiftShip,Bike,Urban,Clear,117.7,79.7,5,0.76,4.0,7.65
ORD2578,FastFreight,Van,Suburban,Rain,137.6,37.1,6,0.41,4.6,9.2
ORD2579,MetroLogix,Van,Suburban,Fog,239.9,72.6,1,0.5,5.5,12.51
